Time(s),I-Raw(V),II-Raw(V),III-Raw(V),V1-Raw(V),V2-Raw(V),V3-Raw(V),V4-Raw(V),V5-Raw(V),V6-Raw(V),LA-Raw(V),RA-Raw(V),LL-Raw(V)
1.8925,1.906049,1.568637,1.687045,1.713654,1.598981,1.670770,1.795640,1.733273,1.827653,1.979503,1.867334,1.825833
1.8938,1.915526,1.558396,1.670865,1.709298,1.589890,1.665697,1.787357,1.727579,1.826315,1.879908,1.758172,1.707732
1.8950,1.927396,1.546287,1.653399,1.704656,1.581132,1.655408,1.770894,1.712028,1.818513,1.656137,1.521733,1.455555
1.8962,1.940031,1.532265,1.635691,1.699870,1.569500,1.641579,1.749166,1.688574,1.806165,1.280004,1.138323,1.059880
1.8975,1.949504,1.518384,1.622196,1.695179,1.556578,1.626403,1.726913,1.664356,1.793147,0.905104,0.758994,0.673480
1.8987,1.950222,1.508910,1.614726,1.691638,1.542936,1.612383,1.708962,1.645599,1.781181,0.747285,0.601821,0.513176
1.9000,1.943667,1.500343,1.611138,1.689532,1.526282,1.596111,1.691924,1.629854,1.769026,0.816875,0.676357,0.583385
1.9013,1.930074,1.494170,1.610949,1.689054,1.508383,1.577829,1.676852,1.615444,1.757061,1.097181,0.964518,0.869169
1.9025,1.913420,1.492303,1.615923,1.689197,1.489526,1.555092,1.660818,1.600895,1.744329,1.525694,1.403822,1.304113
1.9038,1.893942,1.492254,1.622910,1.691350,1.468996,1.525994,1.640428,1.583092,1.729063,2.012235,1.904803,1.802302
1.9050,1.875801,1.490052,1.630233,1.693553,1.447648,1.490437,1.612524,1.558205,1.709296,2.367749,2.273652,2.161288
1.9062,1.861778,1.486989,1.638611,1.696616,1.429416,1.455735,1.583524,1.530065,1.687715,2.469487,2.391191,2.270438
1.9075,1.849095,1.482301,1.646459,1.700013,1.414340,1.423383,1.556721,1.504122,1.668571,2.447308,2.382813,2.254998
1.9087,1.840577,1.477036,1.652201,1.704369,1.402232,1.393661,1.532694,1.480195,1.651533,2.350376,2.298322,2.163688
1.9100,1.832153,1.471149,1.657564,1.709919,1.390694,1.366673,1.510247,1.456601,1.635117,2.215841,2.173920,2.033821
1.9112,1.827271,1.467608,1.662397,1.716717,1.385816,1.349634,1.495224,1.436783,1.621716,2.070394,2.035234,1.892752
1.9125,1.824735,1.465789,1.667566,1.722985,1.388114,1.346237,1.489476,1.426112,1.614154,1.934300,1.903288,1.760692
1.9138,1.823110,1.466792,1.672305,1.726385,1.396297,1.351787,1.490341,1.422573,1.609991,1.815320,1.785625,1.644162
1.9150,1.827417,1.469282,1.676707,1.726480,1.407016,1.360449,1.492157,1.419508,1.606879,1.571091,1.536510,1.394860
1.9163,1.835840,1.473351,1.682259,1.725426,1.417208,1.370453,1.494311,1.416734,1.605250,1.180701,1.142156,1.005852
1.9175,1.844694,1.479621,1.689582,1.725426,1.427883,1.382369,1.499575,1.416303,1.606399,0.794176,0.751388,0.628136
1.9187,1.848476,1.487946,1.696374,1.726480,1.438462,1.394428,1.507089,1.420989,1.609127,0.631552,0.587600,0.478443
1.9200,1.846370,1.495029,1.703030,1.726958,1.447603,1.404766,1.515608,1.428073,1.611809,0.696173,0.652522,0.554193
1.9212,1.837658,1.502161,1.712170,1.729685,1.457032,1.415773,1.527243,1.438507,1.616449,0.972355,0.932428,0.844867
1.9225,1.824928,1.509293,1.721074,1.733563,1.466411,1.426112,1.539205,1.450040,1.620756,1.401745,1.367683,1.286835
1.9238,1.812723,1.516520,1.729400,1.738254,1.475457,1.435015,1.550930,1.461718,1.625257,1.892118,1.867055,1.789736
1.9250,1.803199,1.524082,1.738204,1.740693,1.481675,1.441238,1.559208,1.471199,1.629181,2.250976,2.230525,2.152011
1.9263,1.798794,1.531214,1.747014,1.741700,1.488092,1.447364,1.566244,1.477130,1.632149,2.357228,2.341634,2.264719
1.9275,1.797023,1.537196,1.754526,1.743183,1.495654,1.454349,1.572948,1.482398,1.634397,2.340472,2.328496,2.254702
1.9287,1.799322,1.542222,1.759836,1.743948,1.504413,1.461767,1.577921,1.485172,1.636742,2.248346,2.237481,2.168430
1.9300,1.803964,1.546431,1.762757,1.743948,1.513172,1.469476,1.582133,1.487327,1.639230,2.123001,2.109987,2.045468
1.9312,1.808464,1.552463,1.766634,1.745049,1.522024,1.478231,1.587971,1.490532,1.642771,1.984601,1.968179,1.909259
1.9325,1.812675,1.557151,1.770558,1.746246,1.530972,1.487227,1.594245,1.494265,1.647318,1.854060,1.834842,1.783186
1.9338,1.814636,1.562275,1.775585,1.748638,1.539155,1.495938,1.600320,1.498332,1.650766,1.737644,1.715076,1.669056
1.9350,1.820523,1.566151,1.780465,1.749548,1.544708,1.502113,1.603527,1.498714,1.651916,1.490525,1.462809,1.416791
1.9363,1.830430,1.569165,1.783959,1.749835,1.548395,1.507904,1.606401,1.497421,1.652682,1.100428,1.067743,1.026776
1.9375,1.840001,1.571654,1.786543,1.749740,1.550881,1.513360,1.609226,1.494744,1.653254,0.720138,0.682757,0.650541
1.9387,1.843736,1.572706,1.787693,1.751174,1.554230,1.518576,1.612239,1.496559,1.654547,0.564625,0.526913,0.502567
1.9400,1.841870,1.573522,1.787310,1.753713,1.556434,1.521064,1.614775,1.500055,1.655789,0.641359,0.602748,0.583444
1.9412,1.834259,1.574524,1.787310,1.757445,1.560597,1.523030,1.618411,1.505895,1.658134,0.929296,0.892516,0.877349
1.9425,1.824881,1.575674,1.787357,1.761753,1.565049,1.524942,1.622622,1.512693,1.660862,1.365700,1.333181,1.316857
1.9438,1.813728,1.576058,1.786638,1.766490,1.568880,1.526427,1.627027,1.520062,1.663018,1.862828,1.836449,1.817742
1.9450,1.805163,1.577014,1.787452,1.768404,1.570408,1.526953,1.629326,1.524845,1.663498,2.222920,2.199765,2.173142
1.9463,1.802146,1.577827,1.789700,1.768021,1.571078,1.526668,1.630378,1.526089,1.662921,2.332191,2.314244,2.282945
1.9475,1.799752,1.577348,1.792479,1.768453,1.571415,1.525803,1.630137,1.525470,1.661725,2.317935,2.303671,2.270201
1.9487,1.800280,1.577348,1.795205,1.768261,1.571847,1.524751,1.628751,1.523509,1.661822,2.226557,2.215995,2.181381
1.9500,1.801428,1.577683,1.797695,1.768645,1.572517,1.525085,1.627891,1.521737,1.661965,2.097834,2.087914,2.054893
1.9512,1.805064,1.579504,1.798846,1.768261,1.573951,1.526285,1.628224,1.520207,1.662732,1.959402,1.947775,1.917202
1.9525,1.809324,1.581273,1.798988,1.768213,1.574671,1.528005,1.629132,1.519534,1.662778,1.829900,1.814623,1.787306
1.9538,1.813251,1.583907,1.799276,1.768070,1.575435,1.529249,1.629949,1.518532,1.663544,1.716537,1.696558,1.671723
1.9550,1.821194,1.584864,1.798988,1.764912,1.573857,1.528772,1.627268,1.513124,1.661869,1.470587,1.442806,1.416050
1.9563,1.831053,1.586970,1.799849,1.761991,1.571415,1.528339,1.623535,1.507187,1.659044,1.084062,1.050029,1.026094
1.9575,1.840336,1.586155,1.800711,1.759551,1.569644,1.528482,1.620952,1.501968,1.657608,0.708837,0.671225,0.653416
1.9587,1.843736,1.586633,1.800085,1.759311,1.570408,1.530492,1.621043,1.501682,1.658231,0.556442,0.517917,0.506449
1.9600,1.840912,1.585627,1.799035,1.760124,1.571892,1.532646,1.622864,1.504699,1.658900,0.633565,0.594556,0.586467
1.9612,1.834835,1.584480,1.797217,1.762517,1.574189,1.533939,1.626500,1.509913,1.660673,0.925594,0.888559,0.883276
1.9625,1.825118,1.584385,1.795400,1.765628,1.575673,1.534996,1.629900,1.516043,1.662681,1.366446,1.333459,1.326311
1.9638,1.814446,1.582613,1.793530,1.768979,1.578258,1.535138,1.633870,1.523412,1.664694,1.864743,1.838521,1.826515
1.9650,1.805640,1.582901,1.793677,1.769698,1.578690,1.533895,1.635358,1.527194,1.664883,2.223439,2.200352,2.180285
1.9663,1.801428,1.584287,1.796639,1.769698,1.579023,1.532076,1.635309,1.527528,1.664357,2.331574,2.312914,2.288250
1.9675,1.799705,1.584146,1.798988,1.769266,1.579310,1.530542,1.634493,1.527576,1.663544,2.314104,2.300455,2.273076
1.9688,1.800135,1.584480,1.801619,1.769314,1.579216,1.529347,1.633440,1.526332,1.663498,2.221458,2.210832,2.183011
1.9700,1.802098,1.584720,1.802339,1.768739,1.579405,1.528865,1.632865,1.524657,1.663591,2.092314,2.081205,2.054419
1.9712,1.805545,1.585965,1.802528,1.768739,1.578978,1.529539,1.632006,1.523170,1.663927,1.955018,1.941994,1.916817
1.9725,1.808799,1.586060,1.803200,1.768213,1.579167,1.529731,1.631667,1.521974,1.664407,1.826977,1.811254,1.787987
1.9737,1.812818,1.586299,1.803200,1.768310,1.579216,1.531210,1.631286,1.520207,1.665174,1.713452,1.694085,1.672257
1.9750,1.819711,1.586826,1.802670,1.765917,1.577921,1.531259,1.629326,1.515752,1.663018,1.464482,1.437891,1.413086
1.9763,1.830430,1.587639,1.802292,1.762663,1.576631,1.531594,1.627408,1.510489,1.661725,1.077697,1.044804,1.021856
1.9775,1.840529,1.587590,1.801525,1.760699,1.574958,1.533319,1.626307,1.506180,1.661245,0.704713,0.666804,0.650689
1.9788,1.844836,1.587783,1.800900,1.760459,1.575579,1.534897,1.626452,1.506277,1.661772,0.556312,0.517051,0.507160
1.9800,1.842012,1.586728,1.799754,1.761704,1.576537,1.535566,1.627317,1.508286,1.662492,0.635481,0.595329,0.589135
1.9812,1.835458,1.586348,1.798846,1.764194,1.577539,1.535999,1.629610,1.513167,1.663927,0.931667,0.893722,0.890359
1.9825,1.826506,1.586010,1.796834,1.766681,1.579216,1.536475,1.632817,1.518914,1.666129,1.372746,1.339117,1.333305
1.9837,1.815069,1.585581,1.795111,1.769363,1.581990,1.536957,1.635594,1.525852,1.667805,1.870426,1.842694,1.833598
1.9850,1.806933,1.585388,1.794727,1.770702,1.583474,1.535999,1.636314,1.529203,1.667805,2.223732,2.199146,2.181707
1.9863,1.802721,1.585915,1.797648,1.771181,1.582998,1.533939,1.636024,1.530253,1.667325,2.328554,2.309204,2.286768
1.9875,1.799417,1.585676,1.800999,1.770940,1.582898,1.532410,1.635449,1.529440,1.666416,2.309687,2.295880,2.270409
1.9888,1.800087,1.585486,1.803390,1.770176,1.582134,1.532602,1.635497,1.528244,1.665843,2.217724,2.206999,2.180907
1.9900,1.801716,1.585870,1.803820,1.769506,1.582472,1.532887,1.635401,1.526569,1.666032,2.089748,2.078639,2.053470
1.9912,1.804729,1.586348,1.804776,1.769601,1.581896,1.532646,1.635213,1.524323,1.666512,1.951576,1.939459,1.915572
1.9925,1.808416,1.586587,1.805880,1.769171,1.581226,1.532268,1.633918,1.521640,1.665603,1.823048,1.808657,1.786891
1.9937,1.810759,1.587495,1.806116,1.768931,1.582040,1.533319,1.633155,1.519345,1.665363,1.707802,1.690406,1.670064
1.9950,1.818610,1.589984,1.807077,1.766395,1.581082,1.533029,1.631334,1.514508,1.663830,1.455779,1.431090,1.409204
1.9963,1.828564,1.590846,1.807314,1.763379,1.579122,1.533703,1.629374,1.509245,1.662538,1.067890,1.036674,1.017381
1.9975,1.837513,1.590892,1.807408,1.761369,1.578065,1.534755,1.628896,1.505318,1.661965,0.695881,0.660498,0.647637
1.9988,1.841965,1.590702,1.805685,1.760748,1.578928,1.536475,1.629804,1.505512,1.662298,0.551246,0.514516,0.508079
2.0000,1.841105,1.590463,1.803631,1.761369,1.579504,1.538437,1.631667,1.508189,1.663064,0.634994,0.596472,0.593254
2.0013,1.836125,1.589791,1.801956,1.763954,1.580938,1.540064,1.634256,1.513792,1.664883,0.932933,0.895546,0.895635
2.0025,1.824447,1.588789,1.800233,1.767543,1.582898,1.540688,1.636840,1.520062,1.666462,1.376286,1.343507,1.340240
2.0038,1.813969,1.588929,1.798221,1.771037,1.585151,1.539538,1.638704,1.526380,1.668761,1.874420,1.848197,1.841096
2.0050,1.805017,1.589362,1.798940,1.771899,1.586347,1.537385,1.638274,1.529391,1.668807,2.225615,2.202794,2.187753
2.0063,1.802193,1.588929,1.799802,1.771516,1.585533,1.534848,1.637463,1.529300,1.668234,2.327677,2.309019,2.289109
2.0075,1.801621,1.588979,1.801283,1.770797,1.584670,1.533270,1.637270,1.528627,1.666845,2.309135,2.293530,2.271120
2.0088,1.802241,1.589840,1.804109,1.771086,1.584576,1.532695,1.636265,1.527334,1.666656,2.216035,2.202578,2.180285
2.0100,1.804252,1.590319,1.805591,1.770894,1.585151,1.532602,1.635739,1.525184,1.666416,2.086371,2.073569,2.051840
2.0112,1.806215,1.589411,1.807361,1.770511,1.584913,1.533654,1.635164,1.523267,1.666319,1.947582,1.933369,1.913023
2.0125,1.809946,1.590368,1.806788,1.769506,1.584814,1.534706,1.635213,1.521543,1.666752,1.820775,1.804545,1.785587
2.0137,1.813918,1.591229,1.807030,1.769028,1.585484,1.536048,1.635213,1.520493,1.666896,1.707185,1.686851,1.669293
2.0150,1.821722,1.592664,1.806405,1.766060,1.584337,1.535232,1.632291,1.515612,1.665174,1.452857,1.425216,1.405351
2.0162,1.832394,1.593575,1.806310,1.763141,1.581846,1.535232,1.628848,1.509100,1.662972,1.066072,1.031975,1.014506
2.0175,1.840959,1.592186,1.805974,1.760986,1.580650,1.536524,1.627027,1.503837,1.662349,0.697310,0.659601,0.647637
2.0187,1.843881,1.592713,1.805832,1.761321,1.581420,1.538059,1.628031,1.504316,1.662681,0.555890,0.517731,0.511932
2.0200,1.841007,1.590607,1.804445,1.761609,1.581752,1.538820,1.629514,1.506853,1.663544,0.642365,0.603923,0.601671
2.0213,1.833254,1.588212,1.802722,1.763762,1.582948,1.539828,1.632151,1.511831,1.664264,0.944363,0.908716,0.907459
2.0225,1.823347,1.587688,1.802050,1.767016,1.585102,1.540113,1.635068,1.517718,1.665700,1.384469,1.353400,1.350257
2.0238,1.812198,1.587927,1.801477,1.770176,1.586873,1.540880,1.638129,1.524414,1.667805,1.881824,1.857194,1.851024
2.0250,1.804922,1.589028,1.802239,1.771564,1.587687,1.539686,1.639230,1.528104,1.667754,2.230161,2.208946,2.194362
2.0263,1.801428,1.588117,1.802912,1.771229,1.587449,1.538009,1.638849,1.527910,1.667325,2.330243,2.313533,2.293614
2.0275,1.798987,1.587639,1.804682,1.771181,1.587255,1.536283,1.638274,1.527334,1.666083,2.310402,2.297364,2.274795
2.0288,1.799800,1.589172,1.806069,1.771229,1.587067,1.534897,1.636695,1.525901,1.665409,2.217075,2.206504,2.183396
2.0300,1.801858,1.588451,1.806788,1.771756,1.587593,1.534848,1.636265,1.524323,1.665792,2.088482,2.077495,2.055130
2.0312,1.805112,1.589552,1.807172,1.771037,1.588119,1.535281,1.636980,1.523315,1.665649,1.950277,1.937047,1.916520
2.0325,1.809564,1.591659,1.807697,1.770127,1.587975,1.536859,1.636980,1.521451,1.665986,1.824347,1.808162,1.790121
2.0337,1.813728,1.593287,1.808081,1.769506,1.588595,1.538009,1.636980,1.519776,1.666656,1.710627,1.689664,1.673591
2.0350,1.821289,1.593670,1.807986,1.766922,1.586923,1.537626,1.634015,1.515273,1.665077,1.452857,1.424350,1.406685
2.0362,1.831818,1.595393,1.808270,1.764145,1.585295,1.537675,1.631764,1.509391,1.663115,1.063572,1.029069,1.013528
2.0375,1.840865,1.596111,1.808175,1.761801,1.583856,1.538393,1.630427,1.505318,1.661679,0.697504,0.658581,0.649830
2.0387,1.844406,1.595344,1.807603,1.762182,1.583856,1.540354,1.631431,1.505415,1.662012,0.559170,0.519277,0.517118
2.0400,1.842060,1.595010,1.806547,1.763427,1.584481,1.542316,1.632242,1.508001,1.662538,0.646424,0.606427,0.607094
2.0412,1.834354,1.593287,1.804251,1.765150,1.587206,1.543225,1.634015,1.512499,1.663784,0.951767,0.913817,0.916706
2.0425,1.825070,1.592186,1.802481,1.768693,1.589171,1.543367,1.636362,1.518338,1.665460,1.395542,1.362365,1.362705
2.0438,1.813728,1.590990,1.801094,1.771850,1.590893,1.543559,1.638607,1.524080,1.666896,1.892832,1.866035,1.862197
2.0450,1.805257,1.590463,1.800947,1.773047,1.591374,1.542031,1.638419,1.527097,1.667135,2.235649,2.212594,2.200674
2.0463,1.800853,1.591419,1.802959,1.772760,1.591657,1.540595,1.638226,1.528390,1.667085,2.332905,2.314615,2.296815
2.0475,1.800233,1.591085,1.804587,1.772091,1.591513,1.538968,1.637893,1.527862,1.666845,2.310402,2.296189,2.275862
2.0488,1.800423,1.591469,1.806405,1.770940,1.591945,1.538776,1.637893,1.526763,1.667468,2.217757,2.205639,2.185204
2.0500,1.802958,1.591659,1.807603,1.770797,1.592426,1.539204,1.637367,1.524845,1.667754,2.088157,2.076104,2.056701
2.0513,1.806405,1.592998,1.808895,1.770033,1.593716,1.539587,1.637125,1.522981,1.668091,1.949855,1.935904,1.918299
2.0525,1.810282,1.594433,1.809084,1.769555,1.593141,1.540929,1.637845,1.521877,1.668521,1.823763,1.806987,1.791810
2.0537,1.815306,1.594433,1.808989,1.768979,1.593046,1.541548,1.637990,1.520633,1.668954,1.709913,1.688582,1.674806
2.0550,1.822724,1.595872,1.808848,1.766155,1.591657,1.541121,1.635836,1.516280,1.667754,1.447466,1.418322,1.402121
2.0562,1.833017,1.596874,1.809231,1.763524,1.589935,1.541406,1.633730,1.510678,1.665700,1.057824,1.022267,1.008816
2.0575,1.842493,1.597736,1.809037,1.761944,1.588645,1.542507,1.632436,1.506514,1.664357,0.693575,0.653851,0.647015
2.0587,1.846319,1.596635,1.808322,1.761753,1.588789,1.543702,1.633918,1.506514,1.665266,0.560663,0.519896,0.519696
2.0600,1.843881,1.596255,1.807408,1.761609,1.589791,1.545811,1.636120,1.509676,1.665889,0.652562,0.610879,0.614415
2.0612,1.837276,1.595105,1.805207,1.764051,1.592471,1.547482,1.638801,1.515321,1.667371,0.961152,0.921947,0.927257
2.0625,1.827271,1.594866,1.803962,1.767256,1.594624,1.548057,1.642104,1.521877,1.668761,1.405089,1.369878,1.373848
2.0638,1.816887,1.594722,1.801761,1.770414,1.596351,1.548441,1.644736,1.527673,1.670436,1.902737,1.873610,1.872629
2.0650,1.808464,1.593716,1.801477,1.771850,1.597736,1.547340,1.645595,1.531212,1.670390,2.241657,2.216181,2.206424
2.0663,1.803439,1.594053,1.803342,1.772904,1.598788,1.546430,1.645117,1.531692,1.669910,2.336153,2.315357,2.300608
2.0675,1.801763,1.593621,1.805880,1.773430,1.598788,1.545712,1.644113,1.531309,1.669430,2.311668,2.295756,2.277877
2.0688,1.801905,1.593670,1.807839,1.772998,1.599031,1.545477,1.643109,1.529774,1.668954,2.218049,2.204124,2.186064
2.0700,1.804827,1.593382,1.807839,1.772617,1.599651,1.545329,1.642389,1.527625,1.669241,2.089456,2.074744,2.057086
2.0713,1.809229,1.595105,1.809131,1.772137,1.599939,1.545427,1.641766,1.525804,1.669527,1.951479,1.934914,1.918595
2.0725,1.813346,1.596445,1.809373,1.770894,1.599795,1.546529,1.641674,1.524274,1.670916,1.825743,1.806678,1.793351
2.0737,1.816264,1.595822,1.810093,1.769793,1.599890,1.546956,1.640906,1.522453,1.670773,1.711439,1.688582,1.675902
2.0750,1.823730,1.597018,1.809373,1.767448,1.599364,1.546430,1.637603,1.517379,1.668571,1.445843,1.416065,1.401024
2.0762,1.833636,1.598358,1.810234,1.764672,1.598217,1.546671,1.634735,1.511351,1.667279,1.055908,1.020165,1.007334
2.0775,1.842730,1.598742,1.809184,1.762806,1.597835,1.548490,1.633343,1.507333,1.666609,0.692958,0.653047,0.647192
2.0787,1.845459,1.596635,1.807361,1.762901,1.597691,1.550167,1.633343,1.506902,1.665746,0.562709,0.522090,0.521801
2.0800,1.843688,1.596684,1.805543,1.763332,1.598649,1.551602,1.634686,1.508717,1.666176,0.657855,0.615702,0.618682
2.0812,1.835695,1.594627,1.804015,1.766012,1.601229,1.553421,1.637941,1.514508,1.668188,0.970309,0.930666,0.935555
2.0825,1.826028,1.594194,1.803053,1.769074,1.603527,1.554330,1.641674,1.520827,1.670483,1.414669,1.380080,1.382946
2.0838,1.814588,1.593814,1.801956,1.771421,1.606351,1.554281,1.644929,1.527625,1.672255,1.910725,1.882204,1.881312
2.0850,1.807505,1.594388,1.801283,1.772377,1.607164,1.552796,1.646170,1.531498,1.672638,2.245716,2.220663,2.211166
2.0863,1.804157,1.595010,1.803584,1.772809,1.608122,1.551838,1.646364,1.532026,1.671918,2.338328,2.317150,2.303039
2.0875,1.803104,1.595154,1.805307,1.772091,1.608504,1.551169,1.646552,1.531309,1.672112,2.313032,2.295138,2.278885
2.0888,1.804445,1.595488,1.807125,1.771756,1.609130,1.550786,1.646745,1.530496,1.671683,2.218861,2.203351,2.186597
2.0900,1.806981,1.596111,1.808942,1.771324,1.610087,1.552128,1.646890,1.529391,1.671443,2.089261,2.073322,2.058182
2.0913,1.810329,1.597880,1.809709,1.771994,1.611184,1.553180,1.646552,1.528104,1.671683,1.950667,1.932936,1.919247
2.0925,1.813011,1.597162,1.808700,1.771756,1.611904,1.554040,1.645595,1.526089,1.672158,1.824834,1.804669,1.792581
2.0938,1.817029,1.597929,1.808895,1.770894,1.611521,1.554949,1.644355,1.524177,1.671346,1.710107,1.685862,1.674361
2.0950,1.825263,1.598742,1.809037,1.768213,1.611184,1.554374,1.641100,1.518817,1.669670,1.441849,1.410716,1.396638
2.0962,1.834835,1.600226,1.809709,1.765247,1.610564,1.555141,1.638178,1.513361,1.668281,1.051524,1.013982,1.002444
2.0975,1.843641,1.600560,1.810234,1.763714,1.611040,1.556484,1.636840,1.508669,1.667422,0.692276,0.651069,0.646481
2.0987,1.846512,1.599986,1.809231,1.764240,1.612286,1.558346,1.637367,1.508577,1.667662,0.564203,0.522369,0.524379
2.1000,1.844741,1.598647,1.807266,1.765437,1.613913,1.560357,1.639520,1.511206,1.668428,0.661979,0.618948,0.624995
2.1012,1.838853,1.599076,1.805738,1.767448,1.616548,1.562318,1.643060,1.517379,1.671106,0.977843,0.936509,0.944357
2.1025,1.828707,1.598791,1.803484,1.770368,1.619322,1.563326,1.647223,1.524129,1.673644,1.423534,1.386386,1.392519
2.1037,1.818180,1.598742,1.801908,1.773144,1.622722,1.564044,1.651434,1.530927,1.675463,1.920175,1.888449,1.890292
2.1050,1.810759,1.597785,1.801430,1.774675,1.624012,1.562943,1.652347,1.534369,1.675173,2.253022,2.224219,2.217863
2.1063,1.807793,1.597451,1.803053,1.774243,1.624731,1.562083,1.651821,1.534848,1.674600,2.343622,2.318541,2.307099
2.1075,1.807028,1.597641,1.804346,1.773573,1.625257,1.561984,1.651337,1.534466,1.674554,2.318423,2.296838,2.283034
2.1088,1.808369,1.597546,1.805591,1.772760,1.626786,1.562225,1.651961,1.534083,1.674407,2.223407,2.203722,2.189946
2.1100,1.809852,1.597834,1.806405,1.772569,1.628270,1.563184,1.652439,1.532602,1.675223,2.093742,2.074373,2.060583
2.1113,1.813011,1.598696,1.808222,1.772809,1.629803,1.565195,1.652729,1.531164,1.676752,1.954531,1.933183,1.921647
2.1125,1.817270,1.599413,1.807461,1.772234,1.631049,1.567299,1.652965,1.530113,1.677042,1.830679,1.805751,1.796700
2.1138,1.821722,1.599891,1.807172,1.771564,1.631669,1.568592,1.653352,1.528869,1.676705,1.714913,1.685985,1.677236
2.1150,1.829330,1.600514,1.807314,1.768931,1.631381,1.568734,1.651198,1.524845,1.675030,1.443732,1.407749,1.396549
